symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,settlePlan,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
UNIUSDT,UNIUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,UNI,USDT,USDT,4,0,8,8,COIN,['DEX'],0,0.1000,0.020000,0.10,10000,"[{'maxPrice': '2684.0000', 'minPrice': '0.3730', 'tickSize': '0.0010', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '25000', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
DYDXUSDT,DYDXUSDT,PERPETUAL,4133404800000,1631170800000,TRADING,2.5000,5.0000,DYDX,USDT,USDT,3,1,8,8,COIN,['DEX'],0,0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.010', 'tickSize': '0.001', 'maxPrice': '100000.000'}, {'minQty': '0.1', 'maxQty': '1000000.0', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'maxQty': '220000.0'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
SUSHIUSDT,SUSHIUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,SUSHI,USDT,USDT,4,0,8,8,COIN,['DEX'],0,0.1000,0.010000,0.10,10000,"[{'minPrice': '0.1430', 'tickSize': '0.0001', 'maxPrice': '1301.0000', 'filterType': 'PRICE_FILTER'}, {'stepSize': '1', 'maxQty': '10000000', 'minQty': '1', 'filterType': 'LOT_SIZE'}, {'maxQty': '25000', 'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
DUSKUSDT,DUSKUSDT,PERPETUAL,4133404800000,1641452400000,TRADING,2.5000,5.0000,DUSK,USDT,USDT,5,0,8,8,COIN,['Privacy'],0,0.1000,0.015000,0.10,10000,"[{'maxPrice': '10000.00000', 'minPrice': '0.00010', 'filterType': 'PRICE_FILTER', 'tickSize': '0.00001'}, {'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'minQty': '1', 'maxQty': '1000000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
EOSUSDT,EOSUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,EOS,USDT,USDT,3,1,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.001', 'minPrice': '0.111', 'maxPrice': '100000.000', 'filterType': 'PRICE_FILTER'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000.0'}, {'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '120000.0', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ETCUSDT,ETCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ETC,USDT,USDT,3,2,8,8,COIN,['Layer-1'],0,0.0500,0.015000,0.10,10000,"[{'tickSize': '0.001', 'minPrice': '1.051', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000.000'}, {'maxQty': '100000.00', 'stepSize': '0.01', 'filterType': 'LOT_SIZE', 'minQty': '0.01'}, {'minQty': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '10000.00', 'stepSize': '0.01'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ALICEUSDT,ALICEUSDT,PERPETUAL,4133404800000,1615791600000,TRADING,2.5000,5.0000,ALICE,USDT,USDT,3,1,8,8,COIN,['Metaverse'],0,0.1000,0.015000,0.10,10000,"[{'minPrice': '0.120', 'maxPrice': '100000.000', 'tickSize': '0.001', 'filterType': 'PRICE_FILTER'}, {'stepSize': '0.1', 'maxQty': '50000.0', 'filterType': 'LOT_SIZE', 'minQty': '0.1'}, {'stepSize': '0.1', 'maxQty': '50000.0', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
KAVAUSDT,KAVAUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,KAVA,USDT,USDT,4,1,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'minPrice': '0.0593', 'tickSize': '0.0001', 'filterType': 'PRICE_FILTER', 'maxPrice': '653.0000'}, {'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000.0'}, {'maxQty': '100000.0', 'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
FLMUSDT,FLMUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,FLM,USDT,USDT,4,0,8,8,COIN,['DeFi'],0,0.1000,0.010000,0.10,10000,"[{'maxPrice': '1000.0000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0096', 'tickSize': '0.0001'}, {'filterType': 'LOT_SIZE', 'maxQty': '10000000', 'minQty': '1', 'stepSize': '1'}, {'minQty': '1', 'maxQty': '1000000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
BELUSDT,BELUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BEL,USDT,USDT,5,0,8,8,COIN,['DeFi'],0,0.1000,0.020000,0.10,10000,"[{'minPrice': '0.03610', 'filterType': 'PRICE_FILTER', 'tickSize': '0.00010', 'maxPrice': '204.00000'}, {'stepSize': '1', 'maxQty': '10000000', 'minQty': '1', 'filterType': 'LOT_SIZE'}, {'maxQty': '150000', 'minQty': '1', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
IOTXUSDT,IOTXUSDT,PERPETUAL,4133404800000,1628665200000,TRADING,2.5000,5.0000,IOTX,USDT,USDT,5,0,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'minPrice': '0.00050', 'filterType': 'PRICE_FILTER', 'maxPrice': '20000.00000', 'tickSize': '0.00001'}, {'stepSize': '1', 'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '2000000', 'minQty': '1', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
RUNEUSDT,RUNEUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,RUNE,USDT,USDT,4,0,8,8,COIN,['DEX'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.0010', 'minPrice': '0.1720', 'filterType': 'PRICE_FILTER', 'maxPrice': '839.0000'}, {'maxQty': '10000000', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '50000', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ROSEUSDT,ROSEUSDT,PERPETUAL,4133404800000,1640934000000,TRADING,2.5000,5.0000,ROSE,USDT,USDT,5,0,8,8,COIN,['Layer-1'],0,0.1000,0.010000,0.10,10000,"[{'tickSize': '0.00001', 'minPrice': '0.00010', 'filterType': 'PRICE_FILTER', 'maxPrice': '10000.00000'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '500000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
ENJUSDT,ENJUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,ENJ,USDT,USDT,5,0,8,8,COIN,['NFT'],0,0.1000,0.010000,0.10,10000,"[{'maxPrice': '153.00000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.02250', 'tickSize': '0.00010'}, {'maxQty': '10000000', 'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'maxQty': '100000', 'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
SFPUSDT,SFPUSDT,PERPETUAL,4133404800000,1614150000000,TRADING,2.5000,5.0000,SFP,USDT,USDT,4,0,8,8,COIN,['Infrastructure'],0,0.1000,0.015000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0001', 'minPrice': '0.0223', 'maxPrice': '100000.0000'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '5000000', 'stepSize': '1'}, {'maxQty': '300000', 'minQty': '1', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
LTCUSDT,LTCUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,LTC,USDT,USDT,2,3,8,8,COIN,['PoW'],0,0.0500,0.015000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '100000.00', 'tickSize': '0.01', 'minPrice': '3.61'}, {'filterType': 'LOT_SIZE', 'minQty': '0.001', 'stepSize': '0.001', 'maxQty': '10000.000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001', 'maxQty': '5000.000', 'stepSize': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
SNXUSDT,SNXUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,SNX,USDT,USDT,3,1,8,8,COIN,['DEX'],0,0.1000,0.015000,0.10,10000,"[{'maxPrice': '1144.000', 'tickSize': '0.001', 'filterType': 'PRICE_FILTER', 'minPrice': '0.164'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '1000000.0'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'maxQty': '50000.0', 'stepSize': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
COCOSUSDT,COCOSUSDT,PERPETUAL,1685005200000,1676876400000,SETTLING,2.5000,5.0000,COCOS,USDT,USDT,6,1,8,8,COIN,['Metaverse'],0,0.1500,0.015000,0.15,10000,"[{'minPrice': '0.001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000.000000', 'tickSize': '0.001000'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'maxQty': '1000000.0', 'minQty': '0.1'}, {'maxQty': '20000.0', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
VETUSDT,VETUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,VET,USDT,USDT,6,0,8,8,COIN,['Layer-1'],0,0.0500,0.010000,0.05,10000,"[{'maxPrice': '2000.000000', 'tickSize': '0.000010', 'minPrice': '0.002080', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'filterType': 'LOT_SIZE', 'stepSize': '1', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '2500000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
TRXBUSD,TRXBUSD,PERPETUAL,4133404800000,1653462000000,TRADING,2.5000,5.0000,TRX,BUSD,BUSD,7,0,8,8,COIN,['BUSD'],0,0.0500,0.010000,0.05,10000,"[{'tickSize': '0.0000010', 'filterType': 'PRICE_FILTER', 'maxPrice': '200.0000000', 'minPrice': '0.0000010'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'maxQty': '100000000', 'minQty': '1'}, {'maxQty': '600000', 'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierUp': '1.0500', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
REEFUSDT,REEFUSDT,PERPETUAL,4133404800000,1611558000000,TRADING,2.5000,5.0000,REEF,USDT,USDT,6,0,8,8,COIN,['DeFi'],0,0.1200,0.010000,0.12,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.000516', 'tickSize': '0.000001', 'maxPrice': '2000.000000'}, {'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '200000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '100000000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8800', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1200', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
AVAXBUSD,AVAXBUSD,PERPETUAL,1681808400000,1652425200000,SETTLING,2.5000,5.0000,AVAX,BUSD,BUSD,6,1,8,8,COIN,['BUSD'],0,0.0500,0.015000,0.05,10000,"[{'minPrice': '0.001000', 'maxPrice': '100000.000000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.001000'}, {'filterType': 'LOT_SIZE', 'maxQty': '1000000.0', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '500.0', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
BANDUSDT,BANDUSDT,PERPETUAL,4133404800000,1569398400000,TRADING,2.5000,5.0000,BAND,USDT,USDT,4,1,8,8,COIN,['Oracle'],0,0.1000,0.020000,0.10,10000,"[{'tickSize': '0.0001', 'minPrice': '0.1647', 'maxPrice': '783.0000', 'filterType': 'PRICE_FILTER'}, {'minQty': '0.1', 'maxQty': '2000000.0', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'maxQty': '200000.0', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
SSVUSDT,SSVUSDT,PERPETUAL,4133404800000,1677135600000,TRADING,2.5000,5.0000,SSV,USDT,USDT,6,2,8,8,COIN,['Infrastructure'],0,0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '2000.000000', 'tickSize': '0.010000', 'minPrice': '0.010000'}, {'filterType': 'LOT_SIZE', 'stepSize': '0.01', 'maxQty': '100000.00', 'minQty': '0.01'}, {'minQty': '0.01', 'stepSize': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '2000.00'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
NKNUSDT,NKNUSDT,PERPETUAL,4133404800000,1617865200000,TRADING,2.5000,5.0000,NKN,USDT,USDT,5,0,8,8,COIN,['Infrastructure'],0,0.1000,0.010000,0.10,10000,"[{'maxPrice': '20000.00000', 'tickSize': '0.00001', 'minPrice': '0.00602', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000', 'stepSize': '1'}, {'maxQty': '500000', 'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX']"
